,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,LineNo,WordSequence,Word,WordLength,WordStartCharPosition,WordConfLevel,Left_Word_Top_X,Left_Word_Top_Y,Right_Word_Bot_X,Right_Word_Bot_Y,LeftXForLetters,LeftYForLetters,RightXForLetters,RightYForLetters,Distance_From_Left_Word,Word_Height,CharWithMaxHeight,WordWidth,isCapitalLine,isSpecialChar,AvgWordConfidenceLevel,isPunctuationWord,PageNumber,AvgCharWidth,DigitCount,Phrase_Sequence,isNumeric,language,IsRightToLeftWord,Label,Score,HG,VG
0,0,0,0,0,1,0,id,2,0,66,162,134,314,258,162|162,134|134,314|314,258|258,0,124,124,0,False,False,6,False,1,0,0,0,False,English,False,O,100.0,0,0
1,1,1,1,1,1,1,ID.,3,3,999,369,137,462,194,369|369|369,137|137|137,462|462|462,194|194|194,55,57,57,0,False,True,9,False,1,0,0,1,False,English,False,B-Invoice_VendorName,100.0,3,3
2,2,2,2,2,1,2,ASSOCIATES,10,7,9999999999,479,136,943,196,479|479|479|479|479|479|479|479|479|479,136|136|136|136|136|136|136|136|136|136,943|943|943|943|943|943|943|943|943|943,196|196|196|196|196|196|196|196|196|196,17,60,60,0,True,False,9,False,1,0,0,1,False,English,False,I-Invoice_VendorName,100.0,3,3
3,3,3,3,3,1,3,REVIEWED,8,18,99999999,1104,164,1337,197,1104|1104|1104|1104|1104|1104|1104|1104,164|164|164|164|164|164|164|164,1337|1337|1337|1337|1337|1337|1337|1337,197|197|197|197|197|197|197|197,161,33,33,0,True,False,9,False,1,0,0,2,False,English,False,O,100.0,0,0
4,4,4,4,4,1,4,Reference,9,27,999999999,1892,156,2069,191,1892|1892|1892|1892|1892|1892|1892|1892|1892,156|156|156|156|156|156|156|156|156,2069|2069|2069|2069|2069|2069|2069|2069|2069,191|191|191|191|191|191|191|191|191,555,35,35,0,False,False,9,False,1,0,0,3,False,English,False,O,100.0,0,0
5,5,5,5,5,1,5,Number,6,37,888888,2078,156,2245,191,2078|2078|2078|2078|2078|2078,156|156|156|156|156|156,2245|2245|2245|2245|2245|2245,191|191|191|191|191|191,9,35,35,0,False,False,8,False,1,0,0,3,False,English,False,O,100.0,0,0
6,6,6,6,6,1,6,:,1,43,8,2078,156,2245,191,2078,156,2245,191,-167,35,35,0,False,True,8,True,1,0,0,4,False,English,False,O,100.0,0,0
7,7,7,7,7,1,7,17169,5,45,99999,2284,157,2396,191,2284|2284|2284|2284|2284,157|157|157|157|157,2396|2396|2396|2396|2396,191|191|191|191|191,39,34,34,0,False,False,9,False,1,0,5,5,True,English,False,O,100.0,0,0
8,8,8,8,8,2,0,BRINGING,8,0,99999999,370,230,502,250,370|370|370|370|370|370|370|370,230|230|230|230|230|230|230|230,502|502|502|502|502|502|502|502,250|250|250|250|250|250|250|250,0,20,20,0,True,False,9,False,1,0,0,0,False,English,False,O,100.0,0,0
9,9,9,9,9,2,1,THE,3,9,999,516,231,569,250,516|516|516,231|231|231,569|569|569,250|250|250,14,19,19,0,True,False,9,False,1,0,0,0,False,English,False,O,100.0,0,0
10,10,10,10,10,2,2,WORLD'S,7,13,9999999,583,230,705,250,583|583|583|583|583|583|583,230|230|230|230|230|230|230,705|705|705|705|705|705|705,250|250|250|250|250|250|250,14,20,20,0,False,True,9,False,1,0,0,0,False,English,False,O,100.0,0,0
11,11,11,11,11,2,3,BRANDS,6,21,999999,719,231,824,250,719|719|719|719|719|719,231|231|231|231|231|231,824|824|824|824|824|824,250|250|250|250|250|250,14,19,19,0,True,False,9,False,1,0,0,0,False,English,False,O,100.0,0,0
12,12,12,12,12,2,4,TO,2,28,99,839,231,876,250,839|839,231|231,876|876,250|250,15,19,19,0,True,False,9,False,1,0,0,0,False,English,False,O,100.0,0,0
13,13,13,13,13,2,5,LIFE,4,31,9999,890,231,945,250,890|890|890|890,231|231|231|231,945|945|945|945,250|250|250|250,14,19,19,0,True,False,9,False,1,0,0,0,False,English,False,O,100.0,0,0
14,14,14,14,14,2,6,dreed,5,36,99999,1063,218,1184,251,1063|1063|1063|1063|1063,218|218|218|218|218,1184|1184|1184|1184|1184,251|251|251|251|251,118,33,33,0,False,False,9,False,1,0,0,1,False,English,False,O,100.0,0,0
15,15,15,15,15,2,7,10/22/19,8,42,99999999,1200,218,1378,250,1200|1200|1200|1200|1200|1200|1200|1200,218|218|218|218|218|218|218|218,1378|1378|1378|1378|1378|1378|1378|1378,250|250|250|250|250|250|250|250,16,32,32,0,False,True,9,False,1,0,6,1,False,English,False,O,100.0,0,0
16,16,16,16,16,3,0,a,1,0,9,537,278,555,296,537,278,555,296,0,18,18,0,False,False,9,False,1,0,0,0,False,English,False,O,100.0,0,0
17,17,17,17,17,3,1,Philadelphia,12,2,999999999999,563,269,732,302,563|563|563|563|563|563|563|563|563|563|563|563,269|269|269|269|269|269|269|269|269|269|269|269,732|732|732|732|732|732|732|732|732|732|732|732,302|302|302|302|302|302|302|302|302|302|302|302,8,33,33,0,False,False,9,False,1,0,0,0,False,English,False,O,100.0,0,0
18,18,18,18,18,3,2,Sign,4,15,9999,739,271,801,303,739|739|739|739,271|271|271|271,801|801|801|801,303|303|303|303,7,32,32,0,False,False,9,False,1,0,0,0,False,English,False,O,100.0,0,0
19,19,19,19,19,3,3,Company,7,20,9999999,809,271,941,303,809|809|809|809|809|809|809,271|271|271|271|271|271|271,941|941|941|941|941|941|941,303|303|303|303|303|303|303,8,32,32,0,False,False,9,False,1,0,0,0,False,English,False,O,100.0,0,0
20,20,20,20,20,4,0,P.O.,4,0,9999,160,308,230,342,160|160|160|160,308|308|308|308,230|230|230|230,342|342|342|342,0,34,34,0,False,True,9,False,1,0,0,0,False,English,False,B-Invoice_VendorAddress,100.0,21,21
21,21,21,21,21,4,1,Box,3,5,999,243,308,317,342,243|243|243,308|308|308,317|317|317,342|342|342,13,34,34,0,False,False,9,False,1,0,0,0,False,English,False,I-Invoice_VendorAddress,100.0,21,21
22,22,22,22,22,4,2,8068,4,9,9999,327,308,421,342,327|327|327|327,308|308|308|308,421|421|421|421,342|342|342|342,10,34,34,0,False,False,9,False,1,0,4,0,True,English,False,I-Invoice_VendorAddress,100.0,21,21
23,23,23,23,23,5,0,"Dothan,",7,0,9999999,159,353,302,393,159|159|159|159|159|159|159,353|353|353|353|353|353|353,302|302|302|302|302|302|302,393|393|393|393|393|393|393,0,40,40,0,False,True,9,False,1,0,0,0,False,English,False,I-Invoice_VendorAddress,100.0,21,21
24,24,24,24,24,5,1,AL,2,8,99,314,354,368,387,314|314,354|354,368|368,387|387,12,33,33,0,True,False,9,False,1,0,0,0,False,English,False,I-Invoice_VendorAddress,100.0,21,21
25,25,25,25,25,5,2,36304,5,11,99999,377,354,493,388,377|377|377|377|377,354|354|354|354|354,493|493|493|493|493,388|388|388|388|388,9,34,34,0,False,False,9,False,1,0,5,0,True,English,False,I-Invoice_VendorAddress,100.0,21,21
26,26,26,26,26,6,0,(334),5,0,99999,158,399,249,441,158|158|158|158|158,399|399|399|399|399,249|249|249|249|249,441|441|441|441|441,0,42,42,0,False,True,9,False,1,0,3,0,False,English,False,O,100.0,21,21
27,27,27,27,27,6,1,836-1400,8,6,99999999,259,400,439,436,259|259|259|259|259|259|259|259,400|400|400|400|400|400|400|400,439|439|439|439|439|439|439|439,436|436|436|436|436|436|436|436,10,36,36,0,False,True,9,False,1,0,7,0,False,English,False,O,100.0,21,21
28,28,28,28,28,6,2,Phone,5,15,99999,451,399,570,435,451|451|451|451|451,399|399|399|399|399,570|570|570|570|570,435|435|435|435|435,12,36,36,0,False,False,9,False,1,0,0,0,False,English,False,O,100.0,21,21
29,29,29,29,29,6,3,30-0028-1748,12,21,999999999999,900,377,1225,419,900|900|900|900|900|900|900|900|900|900|900|900,377|377|377|377|377|377|377|377|377|377|377|377,1225|1225|1225|1225|1225|1225|1225|1225|1225|1225|1225|1225,419|419|419|419|419|419|419|419|419|419|419|419,330,42,42,0,False,True,9,False,1,0,10,1,False,English,False,O,100.0,0,0
30,30,30,30,30,7,0,(334),5,0,99999,158,445,248,487,158|158|158|158|158,445|445|445|445|445,248|248|248|248|248,487|487|487|487|487,0,42,42,0,False,True,9,False,1,0,3,0,False,English,False,O,100.0,23,23
31,31,31,31,31,7,1,836-1401,8,6,99999999,267,446,429,480,267|267|267|267|267|267|267|267,446|446|446|446|446|446|446|446,429|429|429|429|429|429|429|429,480|480|480|480|480|480|480|480,19,34,34,0,False,True,9,False,1,0,7,0,False,English,False,O,100.0,23,23
32,32,32,32,32,7,2,Fax,3,15,999,446,446,512,481,446|446|446,446|446|446,512|512|512,481|481|481,17,35,35,0,False,False,9,False,1,0,0,0,False,English,False,O,100.0,23,23
33,33,33,33,33,7,3,30-SIGN,7,19,9999999,959,442,1166,485,959|959|959|959|959|959|959,442|442|442|442|442|442|442,1166|1166|1166|1166|1166|1166|1166,485|485|485|485|485|485|485,447,43,43,0,False,True,9,False,1,0,2,1,False,English,False,O,100.0,0,0
34,34,34,34,34,7,4,Invoice,7,27,9999999,1575,480,1719,514,1575|1575|1575|1575|1575|1575|1575,480|480|480|480|480|480|480,1719|1719|1719|1719|1719|1719|1719,514|514|514|514|514|514|514,409,34,34,0,False,False,9,False,1,0,0,2,False,English,False,O,100.0,0,0
35,35,35,35,35,7,5,Date,4,35,9999,1727,481,1816,514,1727|1727|1727|1727,481|481|481|481,1816|1816|1816|1816,514|514|514|514,8,33,33,0,False,False,9,False,1,0,0,2,False,English,False,O,100.0,0,0
36,36,36,36,36,7,6,Invoice,7,40,9999999,1911,480,2053,514,1911|1911|1911|1911|1911|1911|1911,480|480|480|480|480|480|480,2053|2053|2053|2053|2053|2053|2053,514|514|514|514|514|514|514,95,34,34,0,False,False,9,False,1,0,0,3,False,English,False,O,100.0,0,0
37,37,37,37,37,7,7,No.,3,48,999,2062,481,2123,513,2062|2062|2062,481|481|481,2123|2123|2123,513|513|513,9,32,32,0,False,True,9,False,1,0,0,3,False,English,False,O,100.0,0,0
38,38,38,38,38,7,8,Page,4,52,9999,2204,481,2296,522,2204|2204|2204|2204,481|481|481|481,2296|2296|2296|2296,522|522|522|522,81,41,41,0,False,False,9,False,1,0,0,4,False,English,False,O,100.0,0,0
39,39,39,39,39,8,0,10/15/2019,10,0,9999999999,1584,561,1808,603,1584|1584|1584|1584|1584|1584|1584|1584|1584|1584,561|561|561|561|561|561|561|561|561|561,1808|1808|1808|1808|1808|1808|1808|1808|1808|1808,603|603|603|603|603|603|603|603|603|603,0,42,42,0,False,True,9,False,1,0,8,0,False,English,False,B-Invoice_InvoiceDate,100.0,30,30
40,40,40,40,40,8,1,132392-000,10,11,9999999999,1908,561,2127,596,1908|1908|1908|1908|1908|1908|1908|1908|1908|1908,561|561|561|561|561|561|561|561|561|561,2127|2127|2127|2127|2127|2127|2127|2127|2127|2127,596|596|596|596|596|596|596|596|596|596,100,35,35,0,False,True,9,False,1,0,9,1,False,English,False,B-Invoice_InvoiceId,100.0,31,31
41,41,41,41,41,8,2,1,1,22,9,2241,562,2260,596,2241,562,2260,596,114,34,34,0,False,False,9,False,1,0,1,2,True,English,False,O,100.0,0,0
42,42,42,42,42,9,0,Sold,4,0,9999,151,649,235,683,151|151|151|151,649|649|649|649,235|235|235|235,683|683|683|683,0,34,34,0,False,False,9,False,1,0,0,0,False,English,False,O,100.0,0,0
43,43,43,43,43,9,1,To,2,5,99,242,650,305,684,242|242,650|650,305|305,684|684,7,34,34,0,False,False,9,False,1,0,0,0,False,English,False,O,100.0,0,0
44,44,44,44,44,9,2,:,1,7,9,242,650,305,684,242,650,305,684,-63,34,34,0,False,True,9,True,1,0,0,1,False,English,False,O,100.0,0,0
45,45,45,45,45,9,3,AARONS,6,9,999999,325,650,478,684,325|325|325|325|325|325,650|650|650|650|650|650,478|478|478|478|478|478,684|684|684|684|684|684,20,34,34,0,True,False,9,False,1,0,0,2,False,English,False,B-Invoice_CustomerAddressRecipient ,100.0,36,36
46,46,46,46,46,9,4,rlsirman,8,16,99999999,840,676,1018,709,840|840|840|840|840|840|840|840,676|676|676|676|676|676|676|676,1018|1018|1018|1018|1018|1018|1018|1018,709|709|709|709|709|709|709|709,362,33,33,0,False,False,9,False,1,0,0,3,False,English,False,O,100.0,0,0
47,47,47,47,47,9,5,10/22/19,8,25,99999999,1032,676,1211,708,1032|1032|1032|1032|1032|1032|1032|1032,676|676|676|676|676|676|676|676,1211|1211|1211|1211|1211|1211|1211|1211,708|708|708|708|708|708|708|708,14,32,32,0,False,True,9,False,1,0,6,3,False,English,False,O,100.0,0,0
48,48,48,48,48,9,6,REVIEWED,8,34,99999999,909,623,1140,655,909|909|909|909|909|909|909|909,623|623|623|623|623|623|623|623,1140|1140|1140|1140|1140|1140|1140|1140,655|655|655|655|655|655|655|655,-302,32,32,0,True,False,9,False,1,0,0,3,False,English,False,O,100.0,0,0
49,49,49,49,49,9,7,Ship,4,43,9999,1283,649,1367,692,1283|1283|1283|1283,649|649|649|649,1367|1367|1367|1367,692|692|692|692,143,43,43,0,False,False,9,False,1,0,0,4,False,English,False,O,100.0,0,0
50,50,50,50,50,9,8,To,2,48,99,1374,651,1438,684,1374|1374,651|651,1438|1438,684|684,7,33,33,0,False,False,9,False,1,0,0,4,False,English,False,O,100.0,0,0
51,51,51,51,51,9,9,:,1,50,9,1374,651,1438,684,1374,651,1438,684,-64,33,33,0,False,True,9,True,1,0,0,5,False,English,False,O,100.0,0,0
52,52,52,52,52,9,10,Aarons,6,52,999999,1459,651,1588,684,1459|1459|1459|1459|1459|1459,651|651|651|651|651|651,1588|1588|1588|1588|1588|1588,684|684|684|684|684|684,21,33,33,0,False,False,9,False,1,0,0,6,False,English,False,B-Invoice_ShippingAddressRecipient,100.0,43,43
53,53,53,53,53,9,11,C0028,5,59,99999,1598,650,1713,684,1598|1598|1598|1598|1598,650|650|650|650|650,1713|1713|1713|1713|1713,684|684|684|684|684,10,34,34,0,False,False,9,False,1,0,4,6,False,English,False,I-Invoice_ShippingAddressRecipient,100.0,43,43
54,54,54,54,54,10,0,400,3,0,999,325,699,394,733,325|325|325,699|699|699,394|394|394,733|733|733,0,34,34,0,False,False,9,False,1,0,3,0,True,English,False,B-Invoice_CustomerAddress,100.0,44,44
55,55,55,55,55,10,1,Galleria,8,4,99999999,403,699,539,733,403|403|403|403|403|403|403|403,699|699|699|699|699|699|699|699,539|539|539|539|539|539|539|539,733|733|733|733|733|733|733|733,9,34,34,0,False,False,9,False,1,0,0,0,False,English,False,I-Invoice_CustomerAddress,100.0,44,44
56,56,56,56,56,10,2,Pwy,3,13,999,548,700,626,741,548|548|548,700|700|700,626|626|626,741|741|741,9,41,41,0,False,False,9,False,1,0,0,0,False,English,False,I-Invoice_CustomerAddress,100.0,44,44
57,57,57,57,57,10,3,SE,2,17,99,635,700,681,733,635|635,700|700,681|681,733|733,9,33,33,0,True,False,9,False,1,0,0,0,False,English,False,I-Invoice_CustomerAddress,100.0,44,44
58,58,58,58,58,10,4,C0028,5,20,99999,1461,699,1576,732,1461|1461|1461|1461|1461,699|699|699|699|699,1576|1576|1576|1576|1576,732|732|732|732|732,780,33,33,0,False,False,9,False,1,0,4,1,False,English,False,B-Invoice_ShippingAddress,100.0,45,45
59,59,59,59,59,11,0,1306,4,0,9999,1462,748,1552,782,1462|1462|1462|1462,748|748|748|748,1552|1552|1552|1552,782|782|782|782,0,34,34,0,False,False,9,False,1,0,4,0,True,English,False,I-Invoice_ShippingAddress,100.0,45,45
60,60,60,60,60,11,1,N.,2,5,99,1562,748,1599,781,1562|1562,748|748,1599|1599,781|781,10,33,33,0,False,True,9,False,1,0,0,0,False,English,False,I-Invoice_ShippingAddress,100.0,45,45
61,61,61,61,61,11,2,John,4,8,9999,1606,747,1690,790,1606|1606|1606|1606,747|747|747|747,1690|1690|1690|1690,790|790|790|790,7,43,43,0,False,False,9,False,1,0,0,0,False,English,False,I-Invoice_ShippingAddress,100.0,45,45
62,62,62,62,62,11,3,Young,5,13,99999,1698,748,1812,790,1698|1698|1698|1698|1698,748|748|748|748|748,1812|1812|1812|1812|1812,790|790|790|790|790,8,42,42,0,False,False,9,False,1,0,0,0,False,English,False,I-Invoice_ShippingAddress,100.0,45,45
63,63,63,63,63,11,4,Pkwy,4,19,9999,1820,748,1922,790,1820|1820|1820|1820,748|748|748|748,1922|1922|1922|1922,790|790|790|790,8,42,42,0,False,False,9,False,1,0,0,0,False,English,False,I-Invoice_ShippingAddress,100.0,45,45
64,64,64,64,64,12,0,"ATLANTA,",8,0,99999999,323,796,507,836,323|323|323|323|323|323|323|323,796|796|796|796|796|796|796|796,507|507|507|507|507|507|507|507,836|836|836|836|836|836|836|836,0,40,40,0,False,True,9,False,1,0,0,0,False,English,False,I-Invoice_CustomerAddress,100.0,46,46
65,65,65,65,65,12,1,GA,2,9,99,515,797,568,831,515|515,797|797,568|568,831|831,8,34,34,0,True,False,9,False,1,0,0,0,False,English,False,I-Invoice_CustomerAddress,100.0,46,46
66,66,66,66,66,12,2,30339,5,12,99999,577,797,690,832,577|577|577|577|577,797|797|797|797|797,690|690|690|690|690,832|832|832|832|832,9,35,35,0,False,False,9,False,1,0,5,0,True,English,False,I-Invoice_CustomerAddress,100.0,46,46
67,67,67,67,67,13,0,"Kissimmee,",10,0,9999999999,1459,846,1665,884,1459|1459|1459|1459|1459|1459|1459|1459|1459|1459,846|846|846|846|846|846|846|846|846|846,1665|1665|1665|1665|1665|1665|1665|1665|1665|1665,884|884|884|884|884|884|884|884|884|884,0,38,38,0,False,True,9,False,1,0,0,0,False,English,False,I-Invoice_ShippingAddress,100.0,47,47
68,68,68,68,68,13,1,FL,2,11,99,1674,847,1722,879,1674|1674,847|847,1722|1722,879|879,9,32,32,0,True,False,9,False,1,0,0,0,False,English,False,I-Invoice_ShippingAddress,100.0,47,47
69,69,69,69,69,13,2,34741,5,14,99999,1730,846,1843,880,1730|1730|1730|1730|1730,846|846|846|846|846,1843|1843|1843|1843|1843,880|880|880|880|880,8,34,34,0,False,False,9,False,1,0,5,0,True,English,False,I-Invoice_ShippingAddress,100.0,47,47
