,LineNo,WordSequence,Word,WordLength,WordStartCharPosition,WordConfLevel,Left_Word_Top_X,Left_Word_Top_Y,Right_Word_Bot_X,Right_Word_Bot_Y,LeftXForLetters,LeftYForLetters,RightXForLetters,RightYForLetters,Distance_From_Left_Word,Word_Height,CharWithMaxHeight,WordWidth,isCapitalLine,isSpecialChar,AvgWordConfidenceLevel,isPunctuationWord,PageNumber,AvgCharWidth,DigitCount,Phrase_Sequence,isNumeric,Label
0,1,0,Page,4,0,9999,2033,182,2102,213,2033|2033|2033|2033,182|182|182|182,2102|2102|2102|2102,213|213|213|213,0,31,31,0,False,False,9,False,1,0,0,0,False,O
1,1,1,1,1,5,8,2111,182,2126,207,2111,182,2126,207,9,25,25,0,False,False,8,False,1,0,1,0,True,O
2,1,2,of,2,7,99,2138,181,2166,207,2138|2138,181|181,2166|2166,207|207,12,26,26,0,False,False,9,False,1,0,0,0,False,O
3,1,3,7,1,10,9,2172,182,2188,206,2172,182,2188,206,6,24,24,0,False,False,9,False,1,0,1,0,True,O
4,2,0,TATA,4,0,9999,287,257,363,282,287|287|287|287,257|257|257|257,363|363|363|363,282|282|282|282,0,25,25,0,True,False,9,False,1,0,0,0,False,B-Invoice_VendorName
5,2,1,TEL,3,5,999,370,256,428,281,370|370|370,256|256|256,428|428|428,281|281|281,7,25,25,0,True,False,9,False,1,0,0,0,False,I-Invoice_VendorName
6,2,2,BUSINESS,8,9,99999999,451,256,603,282,451|451|451|451|451|451|451|451,256|256|256|256|256|256|256|256,603|603|603|603|603|603|603|603,282|282|282|282|282|282|282|282,23,26,26,0,True,False,9,False,1,0,0,1,False,I-Invoice_VendorName
7,2,3,SERVICES,8,18,99999999,609,256,756,283,609|609|609|609|609|609|609|609,256|256|256|256|256|256|256|256,756|756|756|756|756|756|756|756,283|283|283|283|283|283|283|283,6,27,27,0,True,False,9,False,1,0,0,1,False,I-Invoice_VendorName
8,3,0,table,5,0,22222,1128,335,1185,350,1128|1128|1128|1128|1128,335|335|335|335|335,1185|1185|1185|1185|1185,350|350|350|350|350,0,15,15,0,False,False,2,False,1,0,0,0,False,O
9,3,1,HRd,3,6,333,1239,334,1298,352,1239|1239|1239,334|334|334,1298|1298|1298,352|352|352,54,18,18,0,False,False,3,False,1,0,0,0,False,O
10,3,2,084658,6,10,999999,1804,307,2073,372,1804|1804|1804|1804|1804|1804,307|307|307|307|307|307,2073|2073|2073|2073|2073|2073,372|372|372|372|372|372,506,65,65,0,False,False,9,False,1,0,6,1,True,O
