,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,LineNo,WordSequence,Word,WordLength,WordStartCharPosition,WordConfLevel,Left_Word_Top_X,Left_Word_Top_Y,Right_Word_Bot_X,Right_Word_Bot_Y,LeftXForLetters,LeftYForLetters,RightXForLetters,RightYForLetters,Distance_From_Left_Word,Word_Height,CharWithMaxHeight,WordWidth,isCapitalLine,isSpecialChar,AvgWordConfidenceLevel,isPunctuationWord,PageNumber,AvgCharWidth,DigitCount,Phrase_Sequence,isNumeric,language,IsRightToLeftWord,Label,Score,HG,VG
0,0,0,0,0,1,0,Page,4,0,9999,1755,782,1821,808,1755|1755|1755|1755,782|782|782|782,1821|1821|1821|1821,808|808|808|808,0,26,26,0,False,False,9,False,1,0,0,0,False,English,False,O,100.0,0,0
1,1,1,1,1,1,1,:,1,4,9,1755,782,1821,808,1755,782,1821,808,-66,26,26,0,False,True,9,True,1,0,0,1,False,English,False,O,100.0,0,0
2,2,2,2,2,1,2,3,1,6,9,1931,782,1948,805,1931,782,1948,805,110,23,23,0,False,False,9,False,1,0,1,2,True,English,False,O,100.0,0,0
3,3,3,3,3,1,3,of,2,8,99,1956,784,1981,804,1956|1956,784|784,1981|1981,804|804,8,20,20,0,False,False,9,False,1,0,0,2,False,English,False,O,100.0,0,0
4,4,4,4,4,1,4,5,1,11,9,1986,782,2003,805,1986,782,2003,805,5,23,23,0,False,False,9,False,1,0,1,2,True,English,False,O,100.0,0,0
5,5,5,5,5,2,0,PENSKE,6,0,999999,135,816,345,850,135|135|135|135|135|135,816|816|816|816|816|816,345|345|345|345|345|345,850|850|850|850|850|850,0,34,34,0,True,False,9,False,1,0,0,0,False,English,False,B-Invoice_VendorName,100.0,7,7
6,6,6,6,6,2,1,Invoice,7,7,9999999,1754,816,1841,837,1754|1754|1754|1754|1754|1754|1754,816|816|816|816|816|816|816,1841|1841|1841|1841|1841|1841|1841,837|837|837|837|837|837|837,1409,21,21,0,False,False,9,False,1,0,0,1,False,English,False,O,100.0,0,0
7,7,7,7,7,2,2,:,1,14,9,1754,816,1841,837,1754,816,1841,837,-87,21,21,0,False,True,9,True,1,0,0,2,False,English,False,O,100.0,0,0
8,8,8,8,8,2,3,0017158218,10,16,9999999999,1931,816,2094,840,1931|1931|1931|1931|1931|1931|1931|1931|1931|1931,816|816|816|816|816|816|816|816|816|816,2094|2094|2094|2094|2094|2094|2094|2094|2094|2094,840|840|840|840|840|840|840|840|840|840,90,24,24,0,False,False,9,False,1,0,10,3,True,English,False,B-Invoice_InvoiceId,100.0,10,10
9,9,9,9,9,3,0,Date,4,0,9999,1755,853,1815,875,1755|1755|1755|1755,853|853|853|853,1815|1815|1815|1815,875|875|875|875,0,22,22,0,False,False,9,False,1,0,0,0,False,English,False,O,100.0,0,0
