,LineNo,WordSequence,Word,WordLength,WordStartCharPosition,WordConfLevel,Left_Word_Top_X,Left_Word_Top_Y,Right_Word_Bot_X,Right_Word_Bot_Y,LeftXForLetters,LeftYForLetters,RightXForLetters,RightYForLetters,Distance_From_Left_Word,Word_Height,CharWithMaxHeight,WordWidth,isCapitalLine,isSpecialChar,AvgWordConfidenceLevel,isPunctuationWord,PageNumber,AvgCharWidth,DigitCount,Phrase_Sequence,isNumeric,Label
0,1,0,Duplicate,9,0,999999999,2851,39,2977,67,2851|2851|2851|2851|2851|2851|2851|2851|2851,39|39|39|39|39|39|39|39|39,2977|2977|2977|2977|2977|2977|2977|2977|2977,67|67|67|67|67|67|67|67|67,0,28,28,0,False,False,9,False,1,0,0,0,False,O
1,1,1,for,3,10,999,2984,39,3024,63,2984|2984|2984,39|39|39,3024|3024|3024,63|63|63,7,24,24,0,False,False,9,False,1,0,0,0,False,O
2,1,2,Transporter,11,14,99999999999,3029,40,3190,67,3029|3029|3029|3029|3029|3029|3029|3029|3029|3029|3029,40|40|40|40|40|40|40|40|40|40|40,3190|3190|3190|3190|3190|3190|3190|3190|3190|3190|3190,67|67|67|67|67|67|67|67|67|67|67,5,27,27,0,False,False,9,False,1,0,0,0,False,O
3,2,0,Pon,3,0,999,492,70,546,96,492|492|492,70|70|70,546|546|546,96|96|96,0,26,26,0,False,False,9,False,1,0,0,0,False,B-Invoice_VendorAddressRecipient
4,2,1,Pure,4,4,9999,557,70,624,96,557|557|557|557,70|70|70|70,624|624|624|624,96|96|96|96,11,26,26,0,False,False,9,False,1,0,0,0,False,I-Invoice_VendorAddressRecipient
5,2,2,Chemical,8,9,99999999,634,69,769,96,634|634|634|634|634|634|634|634,69|69|69|69|69|69|69|69,769|769|769|769|769|769|769|769,96|96|96|96|96|96|96|96,10,27,27,0,False,False,9,False,1,0,0,0,False,I-Invoice_VendorAddressRecipient
6,2,3,India,5,18,99999,779,70,847,96,779|779|779|779|779,70|70|70|70|70,847|847|847|847|847,96|96|96|96|96,10,26,26,0,False,False,9,False,1,0,0,0,False,I-Invoice_VendorAddressRecipient
7,2,4,Private,7,24,9999999,859,70,957,97,859|859|859|859|859|859|859,70|70|70|70|70|70|70,957|957|957|957|957|957|957,97|97|97|97|97|97|97,12,27,27,0,False,False,9,False,1,0,0,0,False,I-Invoice_VendorAddressRecipient
8,2,5,Limited,7,32,9999999,967,70,1072,97,967|967|967|967|967|967|967,70|70|70|70|70|70|70,1072|1072|1072|1072|1072|1072|1072,97|97|97|97|97|97|97,10,27,27,0,False,False,9,False,1,0,0,0,False,I-Invoice_VendorAddressRecipient
9,2,6,Tax,3,40,999,1752,73,1816,103,1752|1752|1752,73|73|73,1816|1816|1816,103|103|103,680,30,30,0,False,False,9,False,1,0,0,1,False,O
10,2,7,Invoice,7,44,9999999,1828,73,1952,103,1828|1828|1828|1828|1828|1828|1828,73|73|73|73|73|73|73,1952|1952|1952|1952|1952|1952|1952,103|103|103|103|103|103|103,12,30,30,0,False,False,9,False,1,0,0,1,False,O
11,3,0,(Invoice,8,0,99999999,1640,113,1739,142,1640|1640|1640|1640|1640|1640|1640|1640,113|113|113|113|113|113|113|113,1739|1739|1739|1739|1739|1739|1739|1739,142|142|142|142|142|142|142|142,0,29,29,0,False,True,9,False,1,0,0,0,False,O
12,3,1,issued,6,9,999999,1747,113,1829,137,1747|1747|1747|1747|1747|1747,113|113|113|113|113|113,1829|1829|1829|1829|1829|1829,137|137|137|137|137|137,8,24,24,0,False,False,9,False,1,0,0,0,False,O
