,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,LineNo,WordSequence,Word,WordLength,WordStartCharPosition,WordConfLevel,Left_Word_Top_X,Left_Word_Top_Y,Right_Word_Bot_X,Right_Word_Bot_Y,LeftXForLetters,LeftYForLetters,RightXForLetters,RightYForLetters,Distance_From_Left_Word,Word_Height,CharWithMaxHeight,WordWidth,isCapitalLine,isSpecialChar,AvgWordConfidenceLevel,isPunctuationWord,PageNumber,AvgCharWidth,DigitCount,Phrase_Sequence,isNumeric,language,IsRightToLeftWord,Label,Score,HG,VG
0,0,0,0,0,1,0,DO,2,0,99,1162,41,1377,85,1162|1162,41|41,1377|1377,85|85,0,44,44,0,True,False,9,False,1,0,0,0,False,English,False,O,100.0,0,0
1,1,1,1,1,1,1,NOT,3,3,999,1162,41,1377,85,1162|1162|1162,41|41|41,1377|1377|1377,85|85|85,-215,44,44,0,True,False,9,False,1,0,0,0,False,English,False,O,100.0,0,0
2,2,2,2,2,1,2,PAY,3,7,999,1391,40,1506,82,1391|1391|1391,40|40|40,1506|1506|1506,82|82|82,14,42,42,0,True,False,9,False,1,0,0,0,False,English,False,O,100.0,0,0
3,3,3,3,3,2,0,APPROVED,8,0,99999999,438,128,679,161,438|438|438|438|438|438|438|438,128|128|128|128|128|128|128|128,679|679|679|679|679|679|679|679,161|161|161|161|161|161|161|161,0,33,33,0,True,False,9,False,1,0,0,0,False,English,False,O,100.0,0,0
4,4,4,4,4,2,1,SEE,3,9,999,1027,105,1128,149,1027|1027|1027,105|105|105,1128|1128|1128,149|149|149,348,44,44,0,True,False,9,False,1,0,0,1,False,English,False,O,100.0,0,0
5,5,5,5,5,2,2,ATTACHED,8,13,99999999,1145,104,1449,151,1145|1145|1145|1145|1145|1145|1145|1145,104|104|104|104|104|104|104|104,1449|1449|1449|1449|1449|1449|1449|1449,151|151|151|151|151|151|151|151,17,47,47,0,True,False,9,False,1,0,0,1,False,English,False,O,100.0,0,0
6,6,6,6,6,2,3,EMA,3,22,333,1467,115,1572,150,1467|1467|1467,115|115|115,1572|1572|1572,150|150|150,18,35,35,0,True,False,3,False,1,0,0,1,False,English,False,O,100.0,0,0
7,7,7,7,7,2,4,Page,4,26,9999,2239,120,2356,171,2239|2239|2239|2239,120|120|120|120,2356|2356|2356|2356,171|171|171|171,667,51,51,0,False,False,9,False,1,0,0,2,False,English,False,O,100.0,0,0
8,8,8,8,8,2,5,1,1,31,9,2372,120,2390,160,2372,120,2390,160,16,40,40,0,False,False,9,False,1,0,1,2,True,English,False,O,100.0,0,0
9,9,9,9,9,2,6,of,2,33,99,2410,120,2456,160,2410|2410,120|120,2456|2456,160|160,20,40,40,0,False,False,9,False,1,0,0,2,False,English,False,O,100.0,0,0
10,10,10,10,10,2,7,2,1,36,9,2466,120,2494,160,2466,120,2494,160,10,40,40,0,False,False,9,False,1,0,1,2,True,English,False,O,100.0,0,0
11,11,11,11,11,3,0,mlseett,7,0,8888888,381,183,548,215,381|381|381|381|381|381|381,183|183|183|183|183|183|183,548|548|548|548|548|548|548,215|215|215|215|215|215|215,0,32,32,0,False,False,8,False,1,0,0,0,False,English,False,O,100.0,0,0
12,12,12,12,12,3,1,08/09/19,8,8,99999999,560,183,741,215,560|560|560|560|560|560|560|560,183|183|183|183|183|183|183|183,741|741|741|741|741|741|741|741,215|215|215|215|215|215|215|215,12,32,32,0,False,True,9,False,1,0,6,0,False,English,False,O,100.0,0,0
13,13,13,13,13,4,0,Fleet,5,0,99999,1126,233,1227,272,1126|1126|1126|1126|1126,233|233|233|233|233,1227|1227|1227|1227|1227,272|272|272|272|272,0,39,39,0,False,False,9,False,1,0,0,0,False,English,False,O,100.0,0,0
14,14,14,14,14,4,1,Stamp..,7,6,9999999,1238,234,1392,282,1238|1238|1238|1238|1238|1238|1238,234|234|234|234|234|234|234,1392|1392|1392|1392|1392|1392|1392,282|282|282|282|282|282|282,11,48,48,0,False,True,9,False,1,0,0,0,False,English,False,O,100.0,0,0
15,15,15,15,15,4,2,mlscott,7,14,9999999,1414,232,1569,272,1414|1414|1414|1414|1414|1414|1414,232|232|232|232|232|232|232,1569|1569|1569|1569|1569|1569|1569,272|272|272|272|272|272|272,22,40,40,0,False,False,9,False,1,0,0,1,False,English,False,O,100.0,0,0
16,16,16,16,16,4,3,-,1,22,9,1578,253,1595,261,1578,253,1595,261,9,8,8,0,False,True,9,True,1,0,0,1,False,English,False,O,100.0,0,0
17,17,17,17,17,4,4,08/09/2019,10,24,9999999999,1606,233,1859,281,1606|1606|1606|1606|1606|1606|1606|1606|1606|1606,233|233|233|233|233|233|233|233|233|233,1859|1859|1859|1859|1859|1859|1859|1859|1859|1859,281|281|281|281|281|281|281|281|281|281,11,48,48,0,False,True,9,False,1,0,8,1,False,English,False,O,100.0,0,0
18,18,18,18,18,5,0,Store,5,0,99999,1136,286,1245,324,1136|1136|1136|1136|1136,286|286|286|286|286,1245|1245|1245|1245|1245,324|324|324|324|324,0,38,38,0,False,False,9,False,1,0,0,0,False,English,False,O,100.0,0,0
19,19,19,19,19,5,1,Code,4,6,9999,1388,285,1491,324,1388|1388|1388|1388,285|285|285|285,1491|1491|1491|1491,324|324|324|324,143,39,39,0,False,False,9,False,1,0,0,1,False,English,False,O,100.0,0,0
20,20,20,20,20,6,0,Ryder,5,0,99999,370,309,928,484,370|370|370|370|370,309|309|309|309|309,928|928|928|928|928,484|484|484|484|484,0,175,175,0,False,False,9,False,1,0,0,0,False,English,False,B-Invoice_VendorName,100.0,22,22
21,21,21,21,21,6,1,CoD02/6720,10,6,8888888888,1128,339,1395,385,1128|1128|1128|1128|1128|1128|1128|1128|1128|1128,339|339|339|339|339|339|339|339|339|339,1395|1395|1395|1395|1395|1395|1395|1395|1395|1395,385|385|385|385|385|385|385|385|385|385,200,46,46,0,False,True,8,False,1,0,6,1,False,English,False,O,100.0,0,0
22,22,22,22,22,6,2,5120,4,17,9999,1441,347,1538,384,1441|1441|1441|1441,347|347|347|347,1538|1538|1538|1538,384|384|384|384,46,37,37,0,False,False,9,False,1,0,4,1,True,English,False,O,100.0,0,0
23,23,23,23,23,6,3,APPROVED,8,22,99999999,2058,335,2302,368,2058|2058|2058|2058|2058|2058|2058|2058,335|335|335|335|335|335|335|335,2302|2302|2302|2302|2302|2302|2302|2302,368|368|368|368|368|368|368|368,520,33,33,0,True,False,9,False,1,0,0,2,False,English,False,O,100.0,0,0
24,24,24,24,24,7,0,mlscott,7,0,9999999,2000,389,2168,421,2000|2000|2000|2000|2000|2000|2000,389|389|389|389|389|389|389,2168|2168|2168|2168|2168|2168|2168,421|421|421|421|421|421|421,0,32,32,0,False,False,9,False,1,0,0,0,False,English,False,O,100.0,0,0
25,25,25,25,25,7,1,02/24/20,8,8,99999999,2181,387,2361,420,2181|2181|2181|2181|2181|2181|2181|2181,387|387|387|387|387|387|387|387,2361|2361|2361|2361|2361|2361|2361|2361,420|420|420|420|420|420|420|420,13,33,33,0,False,True,9,False,1,0,6,0,False,English,False,O,100.0,0,0
26,26,26,26,26,8,0,Invoice,7,0,9999999,144,580,427,646,144|144|144|144|144|144|144,580|580|580|580|580|580|580,427|427|427|427|427|427|427,646|646|646|646|646|646|646,0,66,66,0,False,False,9,False,1,0,0,0,False,English,False,O,100.0,0,0
27,27,27,27,27,9,0,August,6,0,999999,141,692,241,723,141|141|141|141|141|141,692|692|692|692|692|692,241|241|241|241|241|241,723|723|723|723|723|723,0,31,31,0,False,False,9,False,1,0,0,0,False,English,False,B-Invoice_InvoiceDate,100.0,29,29
28,28,28,28,28,9,1,"5,",2,7,99,247,692,273,722,247|247,692|692,273|273,722|722,6,30,30,0,False,True,9,False,1,0,1,0,True,English,False,I-Invoice_InvoiceDate,100.0,29,29
29,29,29,29,29,9,2,2019,4,10,9999,282,692,352,718,282|282|282|282,692|692|692|692,352|352|352|352,718|718|718|718,9,26,26,0,False,False,9,False,1,0,4,0,True,English,False,I-Invoice_InvoiceDate,100.0,29,29
30,30,30,30,30,10,0,3162-000441,11,0,99999999999,455,810,637,836,455|455|455|455|455|455|455|455|455|455|455,810|810|810|810|810|810|810|810|810|810|810,637|637|637|637|637|637|637|637|637|637|637,836|836|836|836|836|836|836|836|836|836|836,0,26,26,0,False,True,9,False,1,0,10,0,False,English,False,O,100.0,0,0
31,31,31,31,31,10,1,Invoice,7,12,9999999,1504,810,1611,836,1504|1504|1504|1504|1504|1504|1504,810|810|810|810|810|810|810,1611|1611|1611|1611|1611|1611|1611,836|836|836|836|836|836|836,867,26,26,0,False,False,9,False,1,0,0,1,False,English,False,O,100.0,0,0
