,LineNo,WordSequence,Word,WordLength,WordStartCharPosition,WordConfLevel,Left_Word_Top_X,Left_Word_Top_Y,Right_Word_Bot_X,Right_Word_Bot_Y,LeftXForLetters,LeftYForLetters,RightXForLetters,RightYForLetters,Distance_From_Left_Word,Word_Height,CharWithMaxHeight,WordWidth,isCapitalLine,isSpecialChar,AvgWordConfidenceLevel,isPunctuationWord,PageNumber,AvgCharWidth,DigitCount,Phrase_Sequence,isNumeric,Label
0,1,0,Subject,7,0,9999999,977,59,1099,95,977|977|977|977|977|977|977,59|59|59|59|59|59|59,1099|1099|1099|1099|1099|1099|1099,95|95|95|95|95|95|95,0,36,36,0,False,False,9,False,1,0,0,0,False,O
1,1,1,to,2,8,99,1104,61,1138,89,1104|1104,61|61,1138|1138,89|89,5,28,28,0,False,False,9,False,1,0,0,0,False,O
2,1,2,Silvassa,8,11,99999999,1146,57,1279,88,1146|1146|1146|1146|1146|1146|1146|1146,57|57|57|57|57|57|57|57,1279|1279|1279|1279|1279|1279|1279|1279,88|88|88|88|88|88|88|88,8,31,31,0,False,False,9,False,1,0,0,0,False,O
3,1,3,Jurisdiction,12,20,999999999999,1287,55,1478,87,1287|1287|1287|1287|1287|1287|1287|1287|1287|1287|1287|1287,55|55|55|55|55|55|55|55|55|55|55|55,1478|1478|1478|1478|1478|1478|1478|1478|1478|1478|1478|1478,87|87|87|87|87|87|87|87|87|87|87|87,8,32,32,0,False,False,9,False,1,0,0,0,False,O
4,1,4,Tel.,4,33,9999,1955,45,2026,80,1955|1955|1955|1955,45|45|45|45,2026|2026|2026|2026,80|80|80|80,477,35,35,0,False,True,9,False,1,0,0,1,False,O
5,1,5,(0260),6,38,999999,2051,45,2176,87,2051|2051|2051|2051|2051|2051,45|45|45|45|45|45,2176|2176|2176|2176|2176|2176,87|87|87|87|87|87,25,42,42,0,False,True,9,False,1,0,4,1,False,O
6,1,6,2668144,7,45,9999999,2186,46,2333,80,2186|2186|2186|2186|2186|2186|2186,46|46|46|46|46|46|46,2333|2333|2333|2333|2333|2333|2333,80|80|80|80|80|80|80,10,34,34,0,False,False,9,False,1,0,7,1,True,O
7,2,0,Shree,5,0,99999,452,137,759,209,452|452|452|452|452,137|137|137|137|137,759|759|759|759|759,209|209|209|209|209,0,72,72,0,False,False,9,False,1,0,0,0,False,B-Invoice_VendorAddressRecipient
8,2,1,Sainath,7,6,9999999,792,134,1197,207,792|792|792|792|792|792|792,134|134|134|134|134|134|134,1197|1197|1197|1197|1197|1197|1197,207|207|207|207|207|207|207,33,73,73,0,False,False,9,False,1,0,0,0,False,I-Invoice_VendorAddressRecipient
9,2,2,Transport,9,14,999999999,1231,131,1776,220,1231|1231|1231|1231|1231|1231|1231|1231|1231,131|131|131|131|131|131|131|131|131,1776|1776|1776|1776|1776|1776|1776|1776|1776,220|220|220|220|220|220|220|220|220,34,89,89,0,False,False,9,False,1,0,0,0,False,I-Invoice_VendorAddressRecipient
10,2,3,Co.,3,24,999,1810,130,1986,203,1810|1810|1810,130|130|130,1986|1986|1986,203|203|203,34,73,73,0,False,True,9,False,1,0,0,0,False,I-Invoice_VendorAddressRecipient
11,3,0,TRANSPORT,9,0,999999999,800,249,1163,297,800|800|800|800|800|800|800|800|800,249|249|249|249|249|249|249|249|249,1163|1163|1163|1163|1163|1163|1163|1163|1163,297|297|297|297|297|297|297|297|297,0,48,48,0,True,False,9,False,1,0,0,0,False,O
12,3,1,CONTRACTOR,10,10,9999999999,1177,245,1592,294,1177|1177|1177|1177|1177|1177|1177|1177|1177|1177,245|245|245|245|245|245|245|245|245|245,1592|1592|1592|1592|1592|1592|1592|1592|1592|1592,294|294|294|294|294|294|294|294|294|294,14,49,49,0,True,False,9,False,1,0,0,0,False,O
13,4,0,Opp.,4,0,9999,543,329,650,380,543|543|543|543,329|329|329|329,650|650|650|650,380|380|380|380,0,51,51,0,False,True,9,False,1,0,0,0,False,B-Invoice_VendorAddress
14,4,1,High,4,5,9999,668,328,769,379,668|668|668|668,328|328|328|328,769|769|769|769,379|379|379|379,18,51,51,0,False,False,9,False,1,0,0,0,False,I-Invoice_VendorAddress
15,4,2,School,6,10,555555,785,328,959,374,785|785|785|785|785|785,328|328|328|328|328|328,959|959|959|959|959|959,374|374|374|374|374|374,16,46,46,0,False,False,5,False,1,0,0,0,False,I-Invoice_VendorAddress
16,4,3,Silvassa,8,17,99999999,979,328,1165,367,979|979|979|979|979|979|979|979,328|328|328|328|328|328|328|328,1165|1165|1165|1165|1165|1165|1165|1165,367|367|367|367|367|367|367|367,20,39,39,0,False,False,9,False,1,0,0,0,False,I-Invoice_VendorAddress
17,4,4,-,1,26,9,1175,344,1194,359,1175,344,1194,359,10,15,15,0,False,True,9,True,1,0,0,0,False,I-Invoice_VendorAddress
18,4,5,396,3,28,666,1208,323,1381,365,1208|1208|1208,323|323|323,1381|1381|1381,365|365|365,14,42,42,0,False,False,6,False,1,0,3,0,True,I-Invoice_VendorAddress
19,4,6,230,3,32,666,1208,323,1381,365,1208|1208|1208,323|323|323,1381|1381|1381,365|365|365,-173,42,42,0,False,False,6,False,1,0,3,0,True,I-Invoice_VendorAddress
20,4,7,(,1,36,6,1404,322,1567,370,1404,322,1567,370,23,48,48,0,False,True,6,True,1,0,0,0,False,I-Invoice_VendorAddress
21,4,8,Dadra,5,38,66666,1404,322,1567,370,1404|1404|1404|1404|1404,322|322|322|322|322,1567|1567|1567|1567|1567,370|370|370|370|370,-163,48,48,0,False,False,6,False,1,0,0,0,False,I-Invoice_VendorAddress
22,4,9,&,1,44,9,1580,321,1615,364,1580,321,1615,364,13,43,43,0,False,True,9,True,1,0,0,0,False,I-Invoice_VendorAddress
