,LineNo,WordSequence,Word,WordLength,WordStartCharPosition,WordConfLevel,Left_Word_Top_X,Left_Word_Top_Y,Right_Word_Bot_X,Right_Word_Bot_Y,LeftXForLetters,LeftYForLetters,RightXForLetters,RightYForLetters,Distance_From_Left_Word,Word_Height,CharWithMaxHeight,WordWidth,isCapitalLine,isSpecialChar,AvgWordConfidenceLevel,isPunctuationWord,PageNumber,AvgCharWidth,DigitCount,Phrase_Sequence,isNumeric,Label
0,1,0,I,1,0,1,530,109,731,180,530,109,731,180,0,71,71,0,True,False,1,False,1,0,0,0,False,O
1,1,1,BID,3,2,444,1677,80,1901,173,1677|1677|1677,80|80|80,1901|1901|1901,173|173|173,946,93,93,0,True,False,4,False,1,0,0,1,False,O
2,2,0,Nilkamal,8,0,99999999,355,169,836,228,355|355|355|355|355|355|355|355,169|169|169|169|169|169|169|169,836|836|836|836|836|836|836|836,228|228|228|228|228|228|228|228,0,59,59,0,False,False,9,False,1,0,0,0,False,B-Invoice_VendorName
3,2,1,8T0RAG,6,9,333333,1674,186,1900,207,1674|1674|1674|1674|1674|1674,186|186|186|186|186|186,1900|1900|1900|1900|1900|1900,207|207|207|207|207|207,838,21,21,0,False,False,3,False,1,0,2,1,False,O
4,3,0,SYSIEM,6,0,222222,1680,214,1890,234,1680|1680|1680|1680|1680|1680,214|214|214|214|214|214,1890|1890|1890|1890|1890|1890,234|234|234|234|234|234,0,20,20,0,True,False,2,False,1,0,0,0,False,O
5,4,0,HEAD,4,0,9999,142,328,273,361,142|142|142|142,328|328|328|328,273|273|273|273,361|361|361|361,0,33,33,0,True,False,9,False,1,0,0,0,False,O
6,4,1,OFFICE,6,5,999999,310,327,509,362,310|310|310|310|310|310,327|327|327|327|327|327,509|509|509|509|509|509,362|362|362|362|362|362,37,35,35,0,True,False,9,False,1,0,0,0,False,O
7,4,2,PURCHASE,8,12,99999999,1342,329,1607,362,1342|1342|1342|1342|1342|1342|1342|1342,329|329|329|329|329|329|329|329,1607|1607|1607|1607|1607|1607|1607|1607,362|362|362|362|362|362|362|362,833,33,33,0,True,False,9,False,1,0,0,1,False,O
8,4,3,ORDER,5,21,99999,1644,328,1812,362,1644|1644|1644|1644|1644,328|328|328|328|328,1812|1812|1812|1812|1812,362|362|362|362|362,37,34,34,0,True,False,9,False,1,0,0,1,False,O
9,5,0,NILKAMAL,8,0,99999999,108,394,299,419,108|108|108|108|108|108|108|108,394|394|394|394|394|394|394|394,299|299|299|299|299|299|299|299,419|419|419|419|419|419|419|419,0,25,25,0,True,False,9,False,1,0,0,0,False,B-Invoice_VendorAddressRecipient
10,5,1,BITO,4,9,9999,323,392,418,418,323|323|323|323,392|392|392|392,418|418|418|418,418|418|418|418,24,26,26,0,True,False,9,False,1,0,0,0,False,O
11,5,2,STORAGE,7,14,9999999,444,394,612,420,444|444|444|444|444|444|444,394|394|394|394|394|394|394,612|612|612|612|612|612|612,420|420|420|420|420|420|420,26,26,26,0,True,False,9,False,1,0,0,0,False,I-Invoice_VendorAddressRecipient
12,5,3,SYSTEMS,7,22,9999999,640,396,805,421,640|640|640|640|640|640|640,396|396|396|396|396|396|396,805|805|805|805|805|805|805,421|421|421|421|421|421|421,28,25,25,0,True,False,9,False,1,0,0,0,False,I-Invoice_VendorAddressRecipient
13,5,4,PVT.LTD.,8,30,99999999,833,396,1015,422,833|833|833|833|833|833|833|833,396|396|396|396|396|396|396|396,1015|1015|1015|1015|1015|1015|1015|1015,422|422|422|422|422|422|422|422,28,26,26,0,False,True,9,False,1,0,0,0,False,I-Invoice_VendorAddressRecipient
14,5,5,P.O.,4,39,9999,1336,397,1413,420,1336|1336|1336|1336,397|397|397|397,1413|1413|1413|1413,420|420|420|420,321,23,23,0,False,True,9,False,1,0,0,1,False,O
15,5,6,NO,2,44,99,1443,397,1485,420,1443|1443,397|397,1485|1485,420|420,30,23,23,0,True,False,9,False,1,0,0,2,False,O
16,5,7,:,1,47,9,1601,404,1610,422,1601,404,1610,422,116,18,18,0,False,True,9,True,1,0,0,3,False,O
17,5,8,4700007907,10,49,9999999999,1661,397,1877,421,1661|1661|1661|1661|1661|1661|1661|1661|1661|1661,397|397|397|397|397|397|397|397|397|397,1877|1877|1877|1877|1877|1877|1877|1877|1877|1877,421|421|421|421|421|421|421|421|421|421,51,24,24,0,False,False,9,False,1,0,10,4,True,B-Invoice_PurchaseOrder
18,6,0,"77/78,Nilkamal",14,0,99999999999999,109,442,404,472,109|109|109|109|109|109|109|109|109|109|109|109|109|109,442|442|442|442|442|442|442|442|442|442|442|442|442|442,404|404|404|404|404|404|404|404|404|404|404|404|404|404,472|472|472|472|472|472|472|472|472|472|472|472|472|472,0,30,30,0,False,True,9,False,1,0,4,0,False,O
19,6,1,"House,",6,15,999999,430,443,552,473,430|430|430|430|430|430,443|443|443|443|443|443,552|552|552|552|552|552,473|473|473|473|473|473,26,30,30,0,False,True,9,False,1,0,0,0,False,O
20,6,2,P.O.,4,22,9999,1335,445,1414,469,1335|1335|1335|1335,445|445|445|445,1414|1414|1414|1414,469|469|469|469,783,24,24,0,False,True,9,False,1,0,0,1,False,O
21,6,3,DATE,4,27,9999,1442,445,1529,468,1442|1442|1442|1442,445|445|445|445,1529|1529|1529|1529,468|468|468|468,28,23,23,0,True,False,9,False,1,0,0,1,False,O
22,6,4,:,1,32,9,1601,452,1610,470,1601,452,1610,470,72,18,18,0,False,True,9,True,1,0,0,2,False,O
23,6,5,20.03.2014,10,34,9999999999,1661,445,1877,470,1661|1661|1661|1661|1661|1661|1661|1661|1661|1661,445|445|445|445|445|445|445|445|445|445,1877|1877|1877|1877|1877|1877|1877|1877|1877|1877,470|470|470|470|470|470|470|470|470|470,51,25,25,0,False,True,9,False,1,0,8,3,False,O
24,7,0,Road,4,0,9999,109,491,193,516,109|109|109|109,491|491|491|491,193|193|193|193,516|516|516|516,0,25,25,0,False,False,9,False,1,0,0,0,False,B-Invoice_VendorAddress
25,7,1,No.,3,5,999,216,493,273,517,216|216|216,493|493|493,273|273|273,517|517|517,23,24,24,0,False,True,9,False,1,0,0,0,False,I-Invoice_VendorAddress
26,7,2,13/14.,6,9,666666,305,491,424,519,305|305|305|305|305|305,491|491|491|491|491|491,424|424|424|424|424|424,519|519|519|519|519|519,32,28,28,0,False,True,6,False,1,0,4,0,False,I-Invoice_VendorAddress
27,7,3,"M.I.D.C,",8,16,77777777,452,493,619,522,452|452|452|452|452|452|452|452,493|493|493|493|493|493|493|493,619|619|619|619|619|619|619|619,522|522|522|522|522|522|522|522,28,29,29,0,False,True,7,False,1,0,0,0,False,I-Invoice_VendorAddress
28,7,4,Contact,7,25,9999999,1337,494,1484,517,1337|1337|1337|1337|1337|1337|1337,494|494|494|494|494|494|494,1484|1484|1484|1484|1484|1484|1484,517|517|517|517|517|517|517,718,23,23,0,False,False,9,False,1,0,0,1,False,O
29,7,5,:,1,33,9,1601,501,1612,517,1601,501,1612,517,117,16,16,0,False,True,9,True,1,0,0,2,False,O
30,7,6,Jyoti,5,35,99999,1660,493,1767,523,1660|1660|1660|1660|1660,493|493|493|493|493,1767|1767|1767|1767|1767,523|523|523|523|523,48,30,30,0,False,False,9,False,1,0,0,3,False,O
31,7,7,Choutapelly,11,41,99999999999,1793,493,2033,525,1793|1793|1793|1793|1793|1793|1793|1793|1793|1793|1793,493|493|493|493|493|493|493|493|493|493|493,2033|2033|2033|2033|2033|2033|2033|2033|2033|2033|2033,525|525|525|525|525|525|525|525|525|525|525,26,32,32,0,False,False,9,False,1,0,0,3,False,O
32,7,8,/,1,53,9,2057,492,2073,522,2057,492,2073,522,24,30,30,0,False,True,9,True,1,0,0,3,False,O
33,8,0,Andheri,7,0,9999999,108,538,256,565,108|108|108|108|108|108|108,538|538|538|538|538|538|538,256|256|256|256|256|256|256,565|565|565|565|565|565|565,0,27,27,0,False,False,9,False,1,0,0,0,False,I-Invoice_VendorAddress
34,8,1,"(east),",7,8,9999999,289,538,422,569,289|289|289|289|289|289|289,538|538|538|538|538|538|538,422|422|422|422|422|422|422,569|569|569|569|569|569|569,33,31,31,0,False,True,9,False,1,0,0,1,False,I-Invoice_VendorAddress
35,8,2,Mumbai,6,16,999999,453,539,580,565,453|453|453|453|453|453,539|539|539|539|539|539,580|580|580|580|580|580,565|565|565|565|565|565,31,26,26,0,False,False,9,False,1,0,0,1,False,I-Invoice_VendorAddress
36,8,3,-,1,23,9,610,550,626,558,610,550,626,558,30,8,8,0,False,True,9,True,1,0,0,1,False,I-Invoice_VendorAddress
37,8,4,400,3,25,999,651,541,714,565,651|651|651,541|541|541,714|714|714,565|565|565,25,24,24,0,False,False,9,False,1,0,3,1,True,I-Invoice_VendorAddress
38,8,5,093.,4,29,7777,740,541,818,565,740|740|740|740,541|541|541|541,818|818|818|818,565|565|565|565,26,24,24,0,False,True,7,False,1,0,3,1,True,I-Invoice_VendorAddress
39,8,6,022-26818826,12,34,999999999999,1338,540,1592,565,1338|1338|1338|1338|1338|1338|1338|1338|1338|1338|1338|1338,540|540|540|540|540|540|540|540|540|540|540|540,1592|1592|1592|1592|1592|1592|1592|1592|1592|1592|1592|1592,565|565|565|565|565|565|565|565|565|565|565|565,520,25,25,0,False,True,9,False,1,0,11,2,False,O
40,9,0,Tel,3,0,999,108,587,169,612,108|108|108,587|587|587,169|169|169,612|612|612,0,25,25,0,False,False,9,False,1,0,0,0,False,O
41,9,1,:,1,4,9,202,597,210,614,202,597,210,614,33,17,17,0,False,True,9,True,1,0,0,1,False,O
42,9,2,(022),5,6,99999,247,586,336,617,247|247|247|247|247,586|586|586|586|586,336|336|336|336|336,617|617|617|617|617,37,31,31,0,False,True,9,False,1,0,3,2,False,O
43,9,3,2681,4,12,9999,367,588,449,613,367|367|367|367,588|588|588|588,449|449|449|449,613|613|613|613,31,25,25,0,False,False,9,False,1,0,4,3,True,O
44,9,4,8888,4,17,9999,477,588,559,612,477|477|477|477,588|588|588|588,559|559|559|559,612|612|612|612,28,24,24,0,False,False,9,False,1,0,4,3,True,O
45,9,5,/,1,22,9,586,585,603,617,586,585,603,617,27,32,32,0,False,True,9,True,1,0,0,3,False,O
46,9,6,2836,4,24,9999,630,588,713,613,630|630|630|630,588|588|588|588,713|713|713|713,613|613|613|613,27,25,25,0,False,False,9,False,1,0,4,3,True,O
47,9,7,1366.,5,29,99999,740,588,840,612,740|740|740|740|740,588|588|588|588|588,840|840|840|840|840,612|612|612|612|612,27,24,24,0,False,True,9,False,1,0,4,3,True,O
48,9,8,Our,3,35,999,1336,591,1398,613,1336|1336|1336,591|591|591,1398|1398|1398,613|613|613,496,22,22,0,False,False,9,False,1,0,0,4,False,O
49,9,9,Fax,3,39,999,1421,588,1483,612,1421|1421|1421,588|588|588,1483|1483|1483,612|612|612,23,24,24,0,False,False,9,False,1,0,0,4,False,O
50,9,10,No.,3,43,999,1507,589,1563,613,1507|1507|1507,589|589|589,1563|1563|1563,613|613|613,24,24,24,0,False,True,9,False,1,0,0,4,False,O
51,9,11,:,1,47,9,1602,595,1610,613,1602,595,1610,613,39,18,18,0,False,True,9,True,1,0,0,5,False,O
52,9,12,022-28262024,12,49,999999999999,1663,589,1920,614,1663|1663|1663|1663|1663|1663|1663|1663|1663|1663|1663|1663,589|589|589|589|589|589|589|589|589|589|589|589,1920|1920|1920|1920|1920|1920|1920|1920|1920|1920|1920|1920,614|614|614|614|614|614|614|614|614|614|614|614,53,25,25,0,False,True,9,False,1,0,11,6,False,O
53,10,0,Fax,3,0,999,110,636,172,661,110|110|110,636|636|636,172|172|172,661|661|661,0,25,25,0,False,False,9,False,1,0,0,0,False,O
54,10,1,:,1,4,9,200,643,209,660,200,643,209,660,28,17,17,0,False,True,9,True,1,0,0,1,False,O
55,10,2,(022),5,6,99999,246,635,336,665,246|246|246|246|246,635|635|635|635|635,336|336|336|336|336,665|665|665|665|665,37,30,30,0,False,True,9,False,1,0,3,2,False,O
56,10,3,2837,4,12,9999,368,637,450,661,368|368|368|368,637|637|637|637,450|450|450|450,661|661|661|661,32,24,24,0,False,False,9,False,1,0,4,3,True,O
57,10,4,2787,4,17,9999,476,637,558,661,476|476|476|476,637|637|637|637,558|558|558|558,661|661|661|661,26,24,24,0,False,False,9,False,1,0,4,3,True,O
58,10,5,/,1,22,9,586,634,603,666,586,634,603,666,28,32,32,0,False,True,9,True,1,0,0,3,False,O
59,10,6,2836,4,24,9999,630,637,713,661,630|630|630|630,637|637|637|637,713|713|713|713,661|661|661|661,27,24,24,0,False,False,9,False,1,0,4,3,True,O
60,10,7,1923.,5,29,88888,740,637,839,661,740|740|740|740|740,637|637|637|637|637,839|839|839|839|839,661|661|661|661|661,27,24,24,0,False,True,8,False,1,0,4,3,True,O
61,10,8,Our,3,35,999,1336,638,1398,661,1336|1336|1336,638|638|638,1398|1398|1398,661|661|661,497,23,23,0,False,False,9,False,1,0,0,4,False,O
62,10,9,Email,5,39,99999,1423,637,1527,660,1423|1423|1423|1423|1423,637|637|637|637|637,1527|1527|1527|1527|1527,660|660|660|660|660,25,23,23,0,False,False,9,False,1,0,0,4,False,O
63,10,10,:,1,45,9,1601,645,1610,661,1601,645,1610,661,74,16,16,0,False,True,9,True,1,0,0,5,False,O
64,10,11,jyoti.choutapelly@nbss.in,25,47,8888888888888888888888888,1666,635,2201,669,1666|1666|1666|1666|1666|1666|1666|1666|1666|1666|1666|1666|1666|1666|1666|1666|1666|1666|1666|1666|1666|1666|1666|1666|1666,635|635|635|635|635|635|635|635|635|635|635|635|635|635|635|635|635|635|635|635|635|635|635|635|635,2201|2201|2201|2201|2201|2201|2201|2201|2201|2201|2201|2201|2201|2201|2201|2201|2201|2201|2201|2201|2201|2201|2201|2201|2201,669|669|669|669|669|669|669|669|669|669|669|669|669|669|669|669|669|669|669|669|669|669|669|669|669,56,34,34,0,False,True,8,False,1,0,0,6,False,O
65,11,0,INVOICE,7,0,9999999,111,703,259,727,111|111|111|111|111|111|111,703|703|703|703|703|703|703,259|259|259|259|259|259|259,727|727|727|727|727|727|727,0,24,24,0,True,False,9,False,1,0,0,0,False,O
66,11,1,TO,2,8,99,281,704,338,728,281|281,704|704,338|338,728|728,22,24,24,0,True,False,9,False,1,0,0,0,False,O
67,11,2,:,1,10,9,281,704,338,728,281,704,338,728,-57,24,24,0,False,True,9,True,1,0,0,1,False,O
68,11,3,TO,2,12,99,1308,705,1365,728,1308|1308,705|705,1365|1365,728|728,970,23,23,0,True,False,9,False,1,0,0,2,False,O
69,11,4,:,1,14,9,1308,705,1365,728,1308,705,1365,728,-57,23,23,0,False,True,9,True,1,0,0,3,False,O
70,12,0,NBSS,4,0,9999,109,752,193,776,109|109|109|109,752|752|752|752,193|193|193|193,776|776|776|776,0,24,24,0,True,False,9,False,1,0,0,0,False,O
71,12,1,Mumbai,6,5,999999,216,750,342,776,216|216|216|216|216|216,750|750|750|750|750|750,342|342|342|342|342|342,776|776|776|776|776|776,23,26,26,0,False,False,9,False,1,0,0,0,False,O
72,12,2,-,1,12,9,369,761,385,769,369,761,385,769,27,8,8,0,False,True,9,True,1,0,0,0,False,O
73,12,3,Head,4,14,9999,409,749,497,776,409|409|409|409,749|749|749|749,497|497|497|497,776|776|776|776,24,27,27,0,False,False,9,False,1,0,0,0,False,O
