LineNo,WordSequence,Word,WordLength,WordStartCharPosition,WordConfLevel,Left_Word_Top_X,Left_Word_Top_Y,Right_Word_Bot_X,Right_Word_Bot_Y,LeftXForLetters,LeftYForLetters,RightXForLetters,RightYForLetters,Distance_From_Left_Word,Word_Height,CharWithMaxHeight,WordWidth,isCapitalLine,isSpecialChar,AvgWordConfidenceLevel,isPunctuationWord,PageNumber,AvgCharWidth,DigitCount,Phrase_Sequence,isNumeric,Label
1,0,INTERNATIONAL,13,0,9999999999999,385,274,782,314,385|385|385|385|385|385|385|385|385|385|385|385|385,274|274|274|274|274|274|274|274|274|274|274|274|274,782|782|782|782|782|782|782|782|782|782|782|782|782,314|314|314|314|314|314|314|314|314|314|314|314|314,0,40,40,0,True,False,9,False,1,0,0,0,False,B-DN_DocType
1,1,CONSIGNMENT,11,14,99999999999,798,275,1170,313,798|798|798|798|798|798|798|798|798|798|798,275|275|275|275|275|275|275|275|275|275|275,1170|1170|1170|1170|1170|1170|1170|1170|1170|1170|1170,313|313|313|313|313|313|313|313|313|313|313,16,38,38,0,True,False,9,False,1,0,0,0,False,I-DN_DocType
1,2,NOTE,4,26,9999,1188,275,1320,313,1188|1188|1188|1188,275|275|275|275,1320|1320|1320|1320,313|313|313|313,18,38,38,0,True,False,9,False,1,0,0,0,False,I-DN_DocType
1,3,CMR,3,31,999,1486,278,1565,303,1486|1486|1486,278|278|278,1565|1565|1565,303|303|303,166,25,25,0,True,False,9,False,1,0,0,1,False,O
2,0,Seite,5,0,99999,2037,306,2108,331,2037|2037|2037|2037|2037,306|306|306|306|306,2108|2108|2108|2108|2108,331|331|331|331|331,0,25,25,0,False,False,9,False,1,0,0,0,False,O
2,1,1,1,6,9,2121,307,2131,330,2121,307,2131,330,13,23,23,0,False,False,9,False,1,0,1,0,True,O
2,2,von,3,8,999,2146,313,2196,330,2146|2146|2146,313|313|313,2196|2196|2196,330|330|330,15,17,17,0,False,False,9,False,1,0,0,1,False,O
2,3,1,1,12,9,2210,306,2219,330,2210,306,2219,330,14,24,24,0,False,False,9,False,1,0,1,1,True,O
3,0,Sender,6,0,999999,376,363,455,384,376|376|376|376|376|376,363|363|363|363|363|363,455|455|455|455|455|455,384|384|384|384|384|384,0,21,21,0,False,False,9,False,1,0,0,0,False,O
3,1,"(name,",6,7,999999,464,364,539,387,464|464|464|464|464|464,364|364|364|364|364|364,539|539|539|539|539|539,387|387|387|387|387|387,9,23,23,0,False,True,9,False,1,0,0,0,False,O
3,2,"address,",8,14,99999999,549,364,642,387,549|549|549|549|549|549|549|549,364|364|364|364|364|364|364|364,642|642|642|642|642|642|642|642,387|387|387|387|387|387|387|387,10,23,23,0,False,True,9,False,1,0,0,0,False,O
3,3,country),8,23,99999999,652,364,740,388,652|652|652|652|652|652|652|652,364|364|364|364|364|364|364|364,740|740|740|740|740|740|740|740,388|388|388|388|388|388|388|388,10,24,24,0,False,True,9,False,1,0,0,0,False,O
3,4,1,1,32,9,1276,365,1284,384,1276,365,1284,384,536,19,19,0,False,False,9,False,1,0,1,1,True,O
3,5,Sender's,8,34,99999999,1320,363,1415,383,1320|1320|1320|1320|1320|1320|1320|1320,363|363|363|363|363|363|363|363,1415|1415|1415|1415|1415|1415|1415|1415,383|383|383|383|383|383|383|383,36,20,20,0,False,True,9,False,1,0,0,2,False,O
3,6,/,1,43,9,1422,363,1431,383,1422,363,1431,383,7,20,20,0,False,True,9,True,1,0,0,2,False,O
3,7,agent's,7,45,9999999,1439,364,1517,388,1439|1439|1439|1439|1439|1439|1439,364|364|364|364|364|364|364,1517|1517|1517|1517|1517|1517|1517,388|388|388|388|388|388|388,8,24,24,0,False,True,9,False,1,0,0,2,False,O
