,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,LineNo,WordSequence,Word,WordLength,WordStartCharPosition,WordConfLevel,Left_Word_Top_X,Left_Word_Top_Y,Right_Word_Bot_X,Right_Word_Bot_Y,LeftXForLetters,LeftYForLetters,RightXForLetters,RightYForLetters,Distance_From_Left_Word,Word_Height,CharWithMaxHeight,WordWidth,isCapitalLine,isSpecialChar,AvgWordConfidenceLevel,isPunctuationWord,PageNumber,AvgCharWidth,DigitCount,Phrase_Sequence,isNumeric,language,IsRightToLeftWord,Label,Score,HG,VG
0,0,0,0,0,1,0,Accent,6,0,999999,56,84,242,129,56|56|56|56|56|56,84|84|84|84|84|84,242|242|242|242|242|242,129|129|129|129|129|129,0,45,45,0,False,False,9,False,1,0,0,0,False,English,False,B-Invoice_VendorAddressRecipient,100.0,2,2
1,1,1,1,1,1,1,Appliance,9,7,999999999,255,85,522,140,255|255|255|255|255|255|255|255|255,85|85|85|85|85|85|85|85|85,522|522|522|522|522|522|522|522|522,140|140|140|140|140|140|140|140|140,13,55,55,0,False,False,9,False,1,0,0,0,False,English,False,I-Invoice_VendorAddressRecipient,100.0,2,2
2,2,2,2,2,1,2,Parts,5,17,99999,541,85,678,129,541|541|541|541|541,85|85|85|85|85,678|678|678|678|678,129|129|129|129|129,19,44,44,0,False,False,9,False,1,0,0,0,False,English,False,I-Invoice_VendorAddressRecipient,100.0,2,2
3,3,3,3,3,1,3,&,1,23,9,697,85,735,129,697,85,735,129,19,44,44,0,False,True,9,True,1,0,0,0,False,English,False,I-Invoice_VendorAddressRecipient,100.0,2,2
4,4,4,4,4,1,4,Service,7,25,9999999,753,84,950,129,753|753|753|753|753|753|753,84|84|84|84|84|84|84,950|950|950|950|950|950|950,129|129|129|129|129|129|129,18,45,45,0,False,False,9,False,1,0,0,0,False,English,False,I-Invoice_VendorAddressRecipient,100.0,2,2
5,5,5,5,5,2,0,8120,4,0,9999,55,150,181,194,55|55|55|55,150|150|150|150,181|181|181|181,194|194|194|194,0,44,44,0,False,False,9,False,1,0,4,0,True,English,False,B-Invoice_VendorAddress,100.0,3,3
6,6,6,6,6,2,1,White,5,5,99999,197,150,351,194,197|197|197|197|197,150|150|150|150|150,351|351|351|351|351,194|194|194|194|194,16,44,44,0,False,False,9,False,1,0,0,0,False,English,False,I-Invoice_VendorAddress,100.0,3,3
7,7,7,7,7,2,2,Settlement,10,11,9999999999,367,150,655,194,367|367|367|367|367|367|367|367|367|367,150|150|150|150|150|150|150|150|150|150,655|655|655|655|655|655|655|655|655|655,194|194|194|194|194|194|194|194|194|194,16,44,44,0,False,False,9,False,1,0,0,0,False,English,False,I-Invoice_VendorAddress,100.0,3,3
8,8,8,8,8,2,3,Rd,2,22,99,674,150,744,193,674|674,150|150,744|744,193|193,19,43,43,0,False,False,9,False,1,0,0,0,False,English,False,I-Invoice_VendorAddress,100.0,3,3
9,9,9,9,9,2,4,Ste,3,25,999,763,149,849,194,763|763|763,149|149|149,849|849|849,194|194|194,19,45,45,0,False,False,9,False,1,0,0,0,False,English,False,I-Invoice_VendorAddress,100.0,3,3
