,LineNo,WordSequence,Word,WordLength,WordStartCharPosition,WordConfLevel,Left_Word_Top_X,Left_Word_Top_Y,Right_Word_Bot_X,Right_Word_Bot_Y,LeftXForLetters,LeftYForLetters,RightXForLetters,RightYForLetters,Distance_From_Left_Word,Word_Height,CharWithMaxHeight,WordWidth,isCapitalLine,isSpecialChar,AvgWordConfidenceLevel,isPunctuationWord,PageNumber,AvgCharWidth,DigitCount,Phrase_Sequence,isNumeric,Label
0,1,0,Subject,7,0,9999999,978,61,1100,96,978|978|978|978|978|978|978,61|61|61|61|61|61|61,1100|1100|1100|1100|1100|1100|1100,96|96|96|96|96|96|96,0,35,35,0,False,False,9,False,1,0,0,0,False,O
1,1,1,to,2,8,99,1105,62,1139,91,1105|1105,62|62,1139|1139,91|91,5,29,29,0,False,False,9,False,1,0,0,0,False,O
2,1,2,Silvassa,8,11,99999999,1146,59,1282,90,1146|1146|1146|1146|1146|1146|1146|1146,59|59|59|59|59|59|59|59,1282|1282|1282|1282|1282|1282|1282|1282,90|90|90|90|90|90|90|90,7,31,31,0,False,False,9,False,1,0,0,0,False,O
3,1,3,Jurisdiction,12,20,999999999999,1288,56,1479,88,1288|1288|1288|1288|1288|1288|1288|1288|1288|1288|1288|1288,56|56|56|56|56|56|56|56|56|56|56|56,1479|1479|1479|1479|1479|1479|1479|1479|1479|1479|1479|1479,88|88|88|88|88|88|88|88|88|88|88|88,6,32,32,0,False,False,9,False,1,0,0,0,False,O
4,1,4,Tel.,4,33,9999,1956,46,2027,78,1956|1956|1956|1956,46|46|46|46,2027|2027|2027|2027,78|78|78|78,477,32,32,0,False,True,9,False,1,0,0,1,False,O
5,1,5,:,1,38,9,2029,51,2042,81,2029,51,2042,81,2,30,30,0,False,True,9,True,1,0,0,2,False,O
6,1,6,(0260),6,40,777777,2050,44,2332,86,2050|2050|2050|2050|2050|2050,44|44|44|44|44|44,2332|2332|2332|2332|2332|2332,86|86|86|86|86|86,8,42,42,0,False,True,7,False,1,0,4,3,False,O
7,1,7,2668144,7,47,7777777,2050,44,2332,86,2050|2050|2050|2050|2050|2050|2050,44|44|44|44|44|44|44,2332|2332|2332|2332|2332|2332|2332,86|86|86|86|86|86|86,-282,42,42,0,False,False,7,False,1,0,7,3,True,O
8,2,0,Shree,5,0,99999,453,137,761,210,453|453|453|453|453,137|137|137|137|137,761|761|761|761|761,210|210|210|210|210,0,73,73,0,False,False,9,False,1,0,0,0,False,B-Invoice_VendorAddressRecipient
9,2,1,Sainath,7,6,9999999,793,135,1199,208,793|793|793|793|793|793|793,135|135|135|135|135|135|135,1199|1199|1199|1199|1199|1199|1199,208|208|208|208|208|208|208,32,73,73,0,False,False,9,False,1,0,0,0,False,I-Invoice_VendorAddressRecipient
10,2,2,Transport,9,14,999999999,1230,133,1777,222,1230|1230|1230|1230|1230|1230|1230|1230|1230,133|133|133|133|133|133|133|133|133,1777|1777|1777|1777|1777|1777|1777|1777|1777,222|222|222|222|222|222|222|222|222,31,89,89,0,False,False,9,False,1,0,0,0,False,I-Invoice_VendorAddressRecipient
11,2,3,Co.,3,24,999,1810,130,1987,203,1810|1810|1810,130|130|130,1987|1987|1987,203|203|203,33,73,73,0,False,True,9,False,1,0,0,0,False,I-Invoice_VendorAddressRecipient
12,3,0,TRANSPORT,9,0,999999999,802,249,1165,297,802|802|802|802|802|802|802|802|802,249|249|249|249|249|249|249|249|249,1165|1165|1165|1165|1165|1165|1165|1165|1165,297|297|297|297|297|297|297|297|297,0,48,48,0,True,False,9,False,1,0,0,0,False,O
13,3,1,CONTRACTOR,10,10,9999999999,1178,246,1595,295,1178|1178|1178|1178|1178|1178|1178|1178|1178|1178,246|246|246|246|246|246|246|246|246|246,1595|1595|1595|1595|1595|1595|1595|1595|1595|1595,295|295|295|295|295|295|295|295|295|295,13,49,49,0,True,False,9,False,1,0,0,0,False,O
