LineNo,WordSequence,Word,WordLength,WordStartCharPosition,WordConfLevel,Left_Word_Top_X,Left_Word_Top_Y,Right_Word_Bot_X,Right_Word_Bot_Y,LeftXForLetters,LeftYForLetters,RightXForLetters,RightYForLetters,Distance_From_Left_Word,Word_Height,CharWithMaxHeight,WordWidth,isCapitalLine,isSpecialChar,AvgWordConfidenceLevel,isPunctuationWord,PageNumber,AvgCharWidth,DigitCount,Phrase_Sequence,isNumeric,Label
1,0,EDI,3,0,999,113,27,207,73,113|113|113,27|27|27,207|207|207,73|73|73,0,46,46,0,True,False,9,False,1,0,0,0,False,O
1,1,-,1,4,9,224,48,246,61,224,48,246,61,17,13,13,0,False,True,9,True,1,0,0,0,False,B-DN_DocType
1,2,ACCOMPANYING,12,6,999999999999,257,25,742,71,257|257|257|257|257|257|257|257|257|257|257|257,25|25|25|25|25|25|25|25|25|25|25|25,742|742|742|742|742|742|742|742|742|742|742|742,71|71|71|71|71|71|71|71|71|71|71|71,11,46,46,0,True,False,9,False,1,0,0,0,False,O
1,3,ALLGAIER,8,19,99999999,1681,17,2082,91,1681|1681|1681|1681|1681|1681|1681|1681,17|17|17|17|17|17|17|17,2082|2082|2082|2082|2082|2082|2082|2082,91|91|91|91|91|91|91|91,939,74,74,0,True,False,9,False,1,0,0,1,False,O
1,4,I,1,28,6,2116,26,2128,92,2116,26,2128,92,34,66,66,0,True,False,6,False,1,0,0,1,False,O
1,5,FRANCE,6,30,999999,2160,47,2359,89,2160|2160|2160|2160|2160|2160,47|47|47|47|47|47,2359|2359|2359|2359|2359|2359,89|89|89|89|89|89,32,42,42,0,True,False,9,False,1,0,0,1,False,O
2,0,DOCUMENTS,9,0,999999999,112,96,484,138,112|112|112|112|112|112|112|112|112,96|96|96|96|96|96|96|96|96,484|484|484|484|484|484|484|484|484,138|138|138|138|138|138|138|138|138,0,42,42,0,True,False,9,False,1,0,0,0,False,I-DN_DocType
3,0,SHIPMENT,8,0,99999999,111,176,326,207,111|111|111|111|111|111|111|111,176|176|176|176|176|176|176|176,326|326|326|326|326|326|326|326,207|207|207|207|207|207|207|207,0,31,31,0,True,False,9,False,1,0,0,0,False,O
3,1,ID,2,9,99,337,174,389,207,337|337,174|174,389|389,207|207,11,33,33,0,True,False,9,False,1,0,0,0,False,O
3,2,:,1,11,9,337,174,389,207,337,174,389,207,-52,33,33,0,False,True,9,True,1,0,0,1,False,O
3,3,00139064,8,13,99999999,485,175,670,206,485|485|485|485|485|485|485|485,175|175|175|175|175|175|175|175,670|670|670|670|670|670|670|670,206|206|206|206|206|206|206|206,96,31,31,0,False,False,9,False,1,0,8,2,True,O
3,4,Wobaste,7,22,7777777,2010,118,2301,218,2010|2010|2010|2010|2010|2010|2010,118|118|118|118|118|118|118,2301|2301|2301|2301|2301|2301|2301,218|218|218|218|218|218|218,1340,100,100,0,False,False,7,False,1,0,0,3,False,O
4,0,SUPPLIER,8,0,99999999,111,261,274,287,111|111|111|111|111|111|111|111,261|261|261|261|261|261|261|261,274|274|274|274|274|274|274|274,287|287|287|287|287|287|287|287,0,26,26,0,True,False,9,False,1,0,0,0,False,O
4,1,PLANT,5,9,99999,326,259,442,286,326|326|326|326|326,259|259|259|259|259,442|442|442|442|442,286|286|286|286|286,52,27,27,0,True,False,9,False,1,0,0,1,False,O
4,2,:,1,14,9,326,259,442,286,326,259,442,286,-116,27,27,0,False,True,9,True,1,0,0,2,False,O
4,3,RECIPIENT,9,16,999999999,785,258,962,284,785|785|785|785|785|785|785|785|785,258|258|258|258|258|258|258|258|258,962|962|962|962|962|962|962|962|962,284|284|284|284|284|284|284|284|284,343,26,26,0,True,False,9,False,1,0,0,3,False,O
4,4,CUSTOMER,8,26,99999999,1050,257,1240,283,1050|1050|1050|1050|1050|1050|1050|1050,257|257|257|257|257|257|257|257,1240|1240|1240|1240|1240|1240|1240|1240,283|283|283|283|283|283|283|283,88,26,26,0,True,False,9,False,1,0,0,4,False,O
4,5,140,3,35,999,1293,256,1346,283,1293|1293|1293,256|256|256,1346|1346|1346,283|283|283,53,27,27,0,False,False,9,False,1,0,3,5,True,B-DN_CustomerId
4,6,UNLOADING,9,39,999999999,1567,255,1763,281,1567|1567|1567|1567|1567|1567|1567|1567|1567,255|255|255|255|255|255|255|255|255,1763|1763|1763|1763|1763|1763|1763|1763|1763,281|281|281|281|281|281|281|281|281,221,26,26,0,True,False,9,False,1,0,0,6,False,O
4,7,POINT,5,49,99999,1774,255,1883,281,1774|1774|1774|1774|1774,255|255|255|255|255,1883|1883|1883|1883|1883,281|281|281|281|281,11,26,26,0,True,False,9,False,1,0,0,6,False,O
4,8,:,1,54,9,1774,255,1883,281,1774,255,1883,281,-109,26,26,0,False,True,9,True,1,0,0,7,False,O
4,9,140,3,56,999,1984,255,2038,281,1984|1984|1984,255|255|255,2038|2038|2038,281|281|281,101,26,26,0,False,False,9,False,1,0,3,8,True,O
5,0,ID,2,0,99,327,306,368,333,327|327,306|306,368|368,333|333,0,27,27,0,True,False,9,False,1,0,0,0,False,O
5,1,:,1,2,9,327,306,368,333,327,306,368,333,-41,27,27,0,False,True,9,True,1,0,0,1,False,O
5,2,607459,6,4,999999,567,306,678,331,567|567|567|567|567|567,306|306|306|306|306|306,678|678|678|678|678|678,331|331|331|331|331|331,199,25,25,0,False,False,9,False,1,0,6,2,True,O
5,3,ID,2,11,99,1050,303,1092,329,1050|1050,303|303,1092|1092,329|329,372,26,26,0,True,False,9,False,1,0,0,3,False,O
5,4,:,1,13,9,1050,303,1092,329,1050,303,1092,329,-42,26,26,0,False,True,9,True,1,0,0,4,False,O
5,5,C00068,6,15,999999,1292,302,1408,328,1292|1292|1292|1292|1292|1292,302|302|302|302|302|302,1408|1408|1408|1408|1408|1408,328|328|328|328|328|328,200,26,26,0,False,False,9,False,1,0,5,5,False,O
5,6,WAREHOUSE,9,22,999999999,1565,301,1782,327,1565|1565|1565|1565|1565|1565|1565|1565|1565,301|301|301|301|301|301|301|301|301,1782|1782|1782|1782|1782|1782|1782|1782|1782,327|327|327|327|327|327|327|327|327,157,26,26,0,True,False,9,False,1,0,0,6,False,O
5,7,1000,4,32,9999,1984,300,2056,327,1984|1984|1984|1984,300|300|300|300,2056|2056|2056|2056,327|327|327|327,202,27,27,0,False,False,9,False,1,0,4,7,True,O
6,0,CONS.,5,0,99999,1566,347,1670,374,1566|1566|1566|1566|1566,347|347|347|347|347,1670|1670|1670|1670|1670,374|374|374|374|374,0,27,27,0,False,True,9,False,1,0,0,0,False,O
6,1,CENTER,6,6,999999,1680,347,1825,372,1680|1680|1680|1680|1680|1680,347|347|347|347|347|347,1825|1825|1825|1825|1825|1825,372|372|372|372|372|372,10,25,25,0,True,False,9,False,1,0,0,0,False,O
6,2,:,1,12,9,1680,347,1825,372,1680,347,1825,372,-145,25,25,0,False,True,9,True,1,0,0,1,False,O
7,0,ALLGAIER,8,0,99999999,109,400,271,425,109|109|109|109|109|109|109|109,400|400|400|400|400|400|400|400,271|271|271|271|271|271|271|271,425|425|425|425|425|425|425|425,0,25,25,0,True,False,9,False,1,0,0,0,False,O
7,1,FRANCE,6,9,999999,282,397,416,425,282|282|282|282|282|282,397|397|397|397|397|397,416|416|416|416|416|416,425|425|425|425|425|425,11,28,28,0,True,False,9,False,1,0,0,0,False,O
7,2,WEBASTO,7,16,9999999,783,396,949,422,783|783|783|783|783|783|783,396|396|396|396|396|396|396,949|949|949|949|949|949|949,422|422|422|422|422|422|422,367,26,26,0,True,False,9,False,1,0,0,1,False,B-DN_CustomerAddressRecipient
7,3,ROOF,4,24,9999,960,395,1054,421,960|960|960|960,395|395|395|395,1054|1054|1054|1054,421|421|421|421,11,26,26,0,True,False,9,False,1,0,0,1,False,I-DN_CustomerAddressRecipient
7,4,SYSTEMS,7,29,9999999,1065,394,1222,421,1065|1065|1065|1065|1065|1065|1065,394|394|394|394|394|394|394,1222|1222|1222|1222|1222|1222|1222,421|421|421|421|421|421|421,11,27,27,0,True,False,9,False,1,0,0,1,False,I-DN_CustomerAddressRecipient
