,LineNo,WordSequence,Word,WordLength,WordStartCharPosition,WordConfLevel,Left_Word_Top_X,Left_Word_Top_Y,Right_Word_Bot_X,Right_Word_Bot_Y,LeftXForLetters,LeftYForLetters,RightXForLetters,RightYForLetters,Distance_From_Left_Word,Word_Height,CharWithMaxHeight,WordWidth,isCapitalLine,isSpecialChar,AvgWordConfidenceLevel,isPunctuationWord,PageNumber,AvgCharWidth,DigitCount,Phrase_Sequence,isNumeric,Label
0,1,0,Page,4,0,9999,2016,180,2086,212,2016|2016|2016|2016,180|180|180|180,2086|2086|2086|2086,212|212|212|212,0,32,32,0,False,False,9,False,1,0,0,0,False,O
1,1,1,1,1,5,9,2097,182,2110,206,2097,182,2110,206,11,24,24,0,False,False,9,False,1,0,1,0,True,O
2,1,2,of,2,7,99,2122,181,2151,206,2122|2122,181|181,2151|2151,206|206,12,25,25,0,False,False,9,False,1,0,0,0,False,O
3,1,3,17,2,10,99,2159,181,2189,205,2159|2159,181|181,2189|2189,205|205,8,24,24,0,False,False,9,False,1,0,2,0,True,O
4,2,0,TATA,4,0,9999,269,255,344,281,269|269|269|269,255|255|255|255,344|344|344|344,281|281|281|281,0,26,26,0,True,False,9,False,1,0,0,0,False,B-Invoice_VendorName
5,2,1,TELE,4,5,9999,351,255,429,280,351|351|351|351,255|255|255|255,429|429|429|429,280|280|280|280,7,25,25,0,True,False,9,False,1,0,0,0,False,I-Invoice_VendorName
6,2,2,BUSINESS,8,10,99999999,435,255,586,282,435|435|435|435|435|435|435|435,255|255|255|255|255|255|255|255,586|586|586|586|586|586|586|586,282|282|282|282|282|282|282|282,6,27,27,0,True,False,9,False,1,0,0,0,False,I-Invoice_VendorName
7,2,3,SERVICES,8,19,99999999,592,255,740,282,592|592|592|592|592|592|592|592,255|255|255|255|255|255|255|255,740|740|740|740|740|740|740|740,282|282|282|282|282|282|282|282,6,27,27,0,True,False,9,False,1,0,0,0,False,I-Invoice_VendorName
8,3,0,tolete,6,0,111111,1112,334,1169,350,1112|1112|1112|1112|1112|1112,334|334|334|334|334|334,1169|1169|1169|1169|1169|1169,350|350|350|350|350|350,0,16,16,0,False,False,1,False,1,0,0,0,False,O
9,3,1,HRA,3,7,555,1226,335,1281,349,1226|1226|1226,335|335|335,1281|1281|1281,349|349|349,57,14,14,0,True,False,5,False,1,0,0,0,False,O
