,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,LineNo,WordSequence,Word,WordLength,WordStartCharPosition,WordConfLevel,Left_Word_Top_X,Left_Word_Top_Y,Right_Word_Bot_X,Right_Word_Bot_Y,LeftXForLetters,LeftYForLetters,RightXForLetters,RightYForLetters,Distance_From_Left_Word,Word_Height,CharWithMaxHeight,WordWidth,isCapitalLine,isSpecialChar,AvgWordConfidenceLevel,isPunctuationWord,PageNumber,AvgCharWidth,DigitCount,Phrase_Sequence,isNumeric,language,IsRightToLeftWord,Label,Score,HG,VG
0,0,0,0,0,1,0,APPROVED,8,0,99999999,735,98,978,129,735|735|735|735|735|735|735|735,98|98|98|98|98|98|98|98,978|978|978|978|978|978|978|978,129|129|129|129|129|129|129|129,0,31,31,0,True,False,9,False,1,0,0,0,False,English,False,O,100.0,0,0
1,1,1,1,1,2,0,mlscott,7,0,9999999,679,151,843,182,679|679|679|679|679|679|679,151|151|151|151|151|151|151,843|843|843|843|843|843|843,182|182|182|182|182|182|182,0,31,31,0,False,False,9,False,1,0,0,0,False,English,False,O,100.0,0,0
2,2,2,2,2,2,1,09/09/19,8,8,99999999,858,150,1037,182,858|858|858|858|858|858|858|858,150|150|150|150|150|150|150|150,1037|1037|1037|1037|1037|1037|1037|1037,182|182|182|182|182|182|182|182,15,32,32,0,False,True,9,False,1,0,6,0,False,English,False,O,100.0,0,0
3,3,3,3,3,2,2,Page,4,17,9999,2239,120,2354,170,2239|2239|2239|2239,120|120|120|120,2354|2354|2354|2354,170|170|170|170,1202,50,50,0,False,False,9,False,1,0,0,1,False,English,False,O,100.0,0,0
4,4,4,4,4,2,3,1,1,22,9,2372,121,2388,159,2372,121,2388,159,18,38,38,0,False,False,9,False,1,0,1,1,True,English,False,O,100.0,0,0
5,5,5,5,5,2,4,of,2,24,99,2410,120,2454,159,2410|2410,120|120,2454|2454,159|159,22,39,39,0,False,False,9,False,1,0,0,1,False,English,False,O,100.0,0,0
6,6,6,6,6,2,5,2,1,27,9,2465,121,2492,160,2465,121,2492,160,11,39,39,0,False,False,9,False,1,0,1,1,True,English,False,O,100.0,0,0
7,7,7,7,7,3,0,Fleet,5,0,99999,1226,204,1327,243,1226|1226|1226|1226|1226,204|204|204|204|204,1327|1327|1327|1327|1327,243|243|243|243|243,0,39,39,0,False,False,9,False,1,0,0,0,False,English,False,O,100.0,0,0
8,8,8,8,8,3,1,Stamp..,7,6,9999999,1338,205,1493,252,1338|1338|1338|1338|1338|1338|1338,205|205|205|205|205|205|205,1493|1493|1493|1493|1493|1493|1493,252|252|252|252|252|252|252,11,47,47,0,False,True,9,False,1,0,0,0,False,English,False,O,100.0,0,0
9,9,9,9,9,3,2,mlscott,7,14,9999999,1517,206,1666,242,1517|1517|1517|1517|1517|1517|1517,206|206|206|206|206|206|206,1666|1666|1666|1666|1666|1666|1666,242|242|242|242|242|242|242,24,36,36,0,False,False,9,False,1,0,0,1,False,English,False,O,100.0,0,0
10,10,10,10,10,3,3,-,1,22,9,1680,224,1694,232,1680,224,1694,232,14,8,8,0,False,True,9,True,1,0,0,1,False,English,False,O,100.0,0,0
11,11,11,11,11,3,4,09/09/2019,10,24,9999999999,1707,204,1958,251,1707|1707|1707|1707|1707|1707|1707|1707|1707|1707,204|204|204|204|204|204|204|204|204|204,1958|1958|1958|1958|1958|1958|1958|1958|1958|1958,251|251|251|251|251|251|251|251|251|251,13,47,47,0,False,True,9,False,1,0,8,1,False,English,False,O,100.0,0,0
12,12,12,12,12,4,0,Store,5,0,99999,1226,257,1334,294,1226|1226|1226|1226|1226,257|257|257|257|257,1334|1334|1334|1334|1334,294|294|294|294|294,0,37,37,0,False,False,9,False,1,0,0,0,False,English,False,O,100.0,0,0
13,13,13,13,13,4,1,Code,4,6,9999,1510,256,1613,294,1510|1510|1510|1510,256|256|256|256,1613|1613|1613|1613,294|294|294|294,176,38,38,0,False,False,9,False,1,0,0,1,False,English,False,O,100.0,0,0
14,14,14,14,14,4,2,Amount,6,11,999999,1689,259,1856,294,1689|1689|1689|1689|1689|1689,259|259|259|259|259|259,1856|1856|1856|1856|1856|1856,294|294|294|294|294|294,76,35,35,0,False,False,9,False,1,0,0,2,False,English,False,O,100.0,0,0
15,15,15,15,15,5,0,CoD02/6720,10,0,8888888888,1225,310,1496,356,1225|1225|1225|1225|1225|1225|1225|1225|1225|1225,310|310|310|310|310|310|310|310|310|310,1496|1496|1496|1496|1496|1496|1496|1496|1496|1496,356|356|356|356|356|356|356|356|356|356,0,46,46,0,False,True,8,False,1,0,6,0,False,English,False,O,100.0,0,0
16,16,16,16,16,5,1,5120,4,11,9999,1574,318,1671,355,1574|1574|1574|1574,318|318|318|318,1671|1671|1671|1671,355|355|355|355,78,37,37,0,False,False,9,False,1,0,4,1,True,English,False,O,100.0,0,0
17,17,17,17,17,5,2,(-$298.00),10,16,9999999999,1739,309,1963,354,1739|1739|1739|1739|1739|1739|1739|1739|1739|1739,309|309|309|309|309|309|309|309|309|309,1963|1963|1963|1963|1963|1963|1963|1963|1963|1963,354|354|354|354|354|354|354|354|354|354,68,45,45,0,False,True,9,False,1,0,5,2,False,English,False,O,100.0,0,0
18,18,18,18,18,5,3,Credit,6,27,999999,1975,309,2102,348,1975|1975|1975|1975|1975|1975,309|309|309|309|309|309,2102|2102|2102|2102|2102|2102,348|348|348|348|348|348,12,39,39,0,False,False,9,False,1,0,0,2,False,English,False,O,100.0,0,0
19,19,19,19,19,6,0,Ryder,5,0,88888,262,310,929,486,262|262|262|262|262,310|310|310|310|310,929|929|929|929|929,486|486|486|486|486,0,176,176,0,False,False,8,False,1,0,0,0,False,English,False,B-Invoice_VendorName,100.0,21,21
